Formulaire;Millésime;Zone;Type;Donnée;Répétable;Table/Format;Balise XML;Intitulé;Commentaire;Code NREF
2042-0;20;CA;QTY;C186.6060.01;NON;;Valeur;Nombre d'enfants non mariés de moins de 18 ans au 1er janvier N ou nés en N ou handicapés quel que soit l'âge;2 numérique;0200CF
2042-0;20;CB;QTY;C186.6060.01;NON;;Valeur;dont enfants titulaires de la carte d'invalidité;2 numérique;0200CG
2042-0;20;CC;QTY;C186.6060.01;NON;;Valeur;Nombre d'enfants en résidence alternée non mariés de moins de 18 ans au 1er janvier N ou nés en N ou handicapés quel que soit l'âge;2 numérique;0200CH
2042-0;20;CD;QTY;C186.6060.01;NON;;Valeur;dont enfants titulaires de la carte d'invalidité;2 numérique;0200CI
2042-0;20;CE;QTY;C186.6060.01;NON;;Valeur;Nombre d'autres personnes invalides à charge vivant sous le toit;2 numérique;0200CR
2042-0;20;EA;QTY;C186.6060.01;NON;;Valeur;Nombre d'enfants célibataires (ou veufs ou divorcés) majeurs sans enfants;2 numérique;0200DJ
2042-0;20;EB;QTY;C186.6060.01;NON;;Valeur;Nombre d'enfants mariés/Pacsés et d'enfants non mariés chargés de famille (y compris le conjoint et les enfants à charge exclusive);2 numérique;0200DN
2042-0;20;EC;QTY;C186.6060.01;NON;;Valeur;Nombre de petits-enfants en résidence alternée issus de parents rattaxchés;2 numérique;0200DP
2042-0;20;FA;MOA;C516.5004.01;NON;;Valeur;Revenus à imposer selon le système du quotient;10 numérique;1100XX
2042-0;20;FB;FTX;C108.4440.01;OUI;;TexteLibre1;Revenu exceptionnel ou différé - Nature;30 alphanumérique;115AN1
2042-0;20;FC;MOA;C516.5004.01;OUI;;Valeur;Revenu exceptionnel ou différé - Montant;10 numérique;115AM1
2042-0;20;FD;DTM;C507.2380.01;OUI;602;Valeur;Revenu exceptionnel ou différé - Année d'échéance normale de ces revenus;SSAA, Format attendu : yyyy;115AR1
2042-0;20;FE;NAD;C080.3036.01;OUI;;Designation;Revenu exceptionnel ou différé - Pour les bénéfices agricoles : titulaire;;115AT1
2042-0;20;FF;CCI;C889.7111.01;OUI;TBX;Valeur;Revenu exceptionnel ou différé - Pour les bénéfices agricoles : adhérent CGA ou non;;115AS1
2042-0;20;FG;CCI;C889.7111.01;OUI;QLP;Valeur;Revenu exceptionnel ou différé - qualité de la personne;;115AU1
2042-0;20;FH;CCI;C889.7111.01;OUI;QRP;Valeur;Revenu exceptionnel ou différé : Veuillez indiquer la qualité du revenu perçu (revenu exceptionnel ou revenu différé);;115AV1
2042-0;20;GA;FTX;C108.4440.01;NON;;TexteLibre1;Informations (libellé 1);;025AR1
2042-0;20;GA;FTX;C108.4440.02;NON;;TexteLibre2;Informations (libellé 2);;025AR2
2042-0;20;GA;FTX;C108.4440.03;NON;;TexteLibre3;Informations (libellé 3);;025AR3
2042-0;20;GA;FTX;C108.4440.04;NON;;TexteLibre4;Informations (libellé 4);;025AR4
2042-0;20;GA;FTX;C108.4440.05;NON;;TexteLibre5;Informations (libellé 5);;025AR5
2042-0;20;GB;CCI;C889.7111.01;NON;TBX;Valeur;Signalement d'une mention expresse;;025ME0
2042-0;20;GC;FTX;C108.4440.01;NON;;TexteLibre1;Mention expresse (libellé 1);;025ME1
2042-0;20;GC;FTX;C108.4440.02;NON;;TexteLibre2;Mention expresse (libellé 2);;025ME2
2042-0;20;GC;FTX;C108.4440.03;NON;;TexteLibre3;Mention expresse (libellé 3);;025ME3
2042-0;20;GC;FTX;C108.4440.04;NON;;TexteLibre4;Mention expresse (libellé 4);;025ME4
2042-0;20;GC;FTX;C108.4440.05;NON;;TexteLibre5;Mention expresse (libellé 5);;025ME5
2042-1;20;AA;MOA;C516.5004.01;NON;;Valeur;Traitements et salaires connus - Déclarant 1;10 numérique;0201AJ
2042-1;20;AB;MOA;C516.5004.01;NON;;Valeur;Traitements et salaires connus - Déclarant 2;10 numérique;0201BJ
2042-1;20;AC;MOA;C516.5004.01;NON;;Valeur;Traitements et salaires connus - PAC 1;10 numérique;0201CJ
2042-1;20;AD;MOA;C516.5004.01;NON;;Valeur;Traitements et salaires connus - PAC 2;10 numérique;0201DJ
2042-1;20;AE;MOA;C516.5004.01;NON;;Valeur;Traitements et salaires connus - PAC 3;10 numérique;0201EJ
2042-1;20;AF;MOA;C516.5004.01;NON;;Valeur;Traitements et salaires connus - Autres PAC;10 numérique;0201FJ
2042-1;20;AG;MOA;C516.5004.01;NON;;Valeur;Autres revenus imposables Chômage, préretraite - Déclarant 1;10 numérique;0201AP
2042-1;20;AH;MOA;C516.5004.01;NON;;Valeur;Autres revenus imposables Chômage, préretraite - Déclarant 2;10 numérique;0201BP
2042-1;20;AI;MOA;C516.5004.01;NON;;Valeur;Autres revenus imposables Chômage, préretraite - PAC 1;10 numérique;0201CP
2042-1;20;AJ;MOA;C516.5004.01;NON;;Valeur;Autres revenus imposables Chômage, préretraite - PAC 2;10 numérique;0201DP
2042-1;20;AK;MOA;C516.5004.01;NON;;Valeur;Autres revenus imposables Chômage, préretraite - PAC 3;10 numérique;0201EP
2042-1;20;AL;MOA;C516.5004.01;NON;;Valeur;Autres revenus imposables Chômage, préretraite - Autres PAC;10 numérique;0201FP
2042-1;20;AM;MOA;C516.5004.01;NON;;Valeur;Frais réels - Déclarant 1;10 numérique;0201AK
2042-1;20;AN;MOA;C516.5004.01;NON;;Valeur;Frais réels - Déclarant 2;10 numérique;0201BK
2042-1;20;AO;MOA;C516.5004.01;NON;;Valeur;Frais réels - PAC 1;10 numérique;0201CK
2042-1;20;AP;MOA;C516.5004.01;NON;;Valeur;Frais réels - PAC 2;10 numérique;0201DK
2042-1;20;AQ;MOA;C516.5004.01;NON;;Valeur;Frais réels - PAC 3;10 numérique;0201EK
2042-1;20;AR;MOA;C516.5004.01;NON;;Valeur;Frais réels - Autres PAC;10 numérique;0201FK
2042-1;20;AS;FTX;C108.4440.01;NON;;TexteLibre1;Détail des frais réels - Ligne 1 - D1;;025AK1
2042-1;20;AS;FTX;C108.4440.02;NON;;TexteLibre2;Détail des frais réels - Ligne 2 - D1;;025AK2
2042-1;20;AS;FTX;C108.4440.03;NON;;TexteLibre3;Détail des frais réels - Ligne 3 - D1;;025AK3
2042-1;20;AS;FTX;C108.4440.04;NON;;TexteLibre4;Détail des frais réels - Ligne 4 - D1;;025AK4
2042-1;20;AS;FTX;C108.4440.05;NON;;TexteLibre5;Détail des frais réels - Ligne 5 - D1;;025AK5
2042-1;20;AT;FTX;C108.4440.01;NON;;TexteLibre1;Détail des frais réels - Ligne 1 - D2;;025BK1
2042-1;20;AT;FTX;C108.4440.02;NON;;TexteLibre2;Détail des frais réels - Ligne 2 - D2;;025BK2
2042-1;20;AT;FTX;C108.4440.03;NON;;TexteLibre3;Détail des frais réels - Ligne 3 - D2;;025BK3
2042-1;20;AT;FTX;C108.4440.04;NON;;TexteLibre4;Détail des frais réels - Ligne 4 - D2;;025BK4
2042-1;20;AT;FTX;C108.4440.05;NON;;TexteLibre5;Détail des frais réels - Ligne 5 - D2;;025BK5
2042-1;20;AU;FTX;C108.4440.01;NON;;TexteLibre1;Détail des frais réels - Ligne 1 - 1ère PAC;;025CK1
2042-1;20;AU;FTX;C108.4440.02;NON;;TexteLibre2;Détail des frais réels - Ligne 2 - 1ère PAC;;025CK2
2042-1;20;AU;FTX;C108.4440.03;NON;;TexteLibre3;Détail des frais réels - Ligne 3 - 1ère PAC;;025CK3
2042-1;20;AU;FTX;C108.4440.04;NON;;TexteLibre4;Détail des frais réels - Ligne 4 - 1ère PAC;;025CK4
2042-1;20;AU;FTX;C108.4440.05;NON;;TexteLibre5;Détail des frais réels - Ligne 5 - 1ère PAC;;025CK5
2042-1;20;AV;FTX;C108.4440.01;NON;;TexteLibre1;Détail des frais réels - Ligne 1 - 2ème PAC;;025DK1
2042-1;20;AV;FTX;C108.4440.02;NON;;TexteLibre2;Détail des frais réels - Ligne 2 - 2ème PAC;;025DK2
2042-1;20;AV;FTX;C108.4440.03;NON;;TexteLibre3;Détail des frais réels - Ligne 3 - 2ème PAC;;025DK3
2042-1;20;AV;FTX;C108.4440.04;NON;;TexteLibre4;Détail des frais réels - Ligne 4 - 2ème PAC;;025DK4
2042-1;20;AV;FTX;C108.4440.05;NON;;TexteLibre5;Détail des frais réels - Ligne 5 - 2ème PAC;;025DK5
2042-1;20;AW;FTX;C108.4440.01;NON;;TexteLibre1;Détail des frais réels - Ligne 1 - 3ème PAC;;025EK1
2042-1;20;AW;FTX;C108.4440.02;NON;;TexteLibre2;Détail des frais réels - Ligne 2 - 3ème PAC;;025EK2
2042-1;20;AW;FTX;C108.4440.03;NON;;TexteLibre3;Détail des frais réels - Ligne 3 - 3ème PAC;;025EK3
2042-1;20;AW;FTX;C108.4440.04;NON;;TexteLibre4;Détail des frais réels - Ligne 4 - 3ème PAC;;025EK4
2042-1;20;AW;FTX;C108.4440.05;NON;;TexteLibre5;Détail des frais réels - Ligne 5 - 3ème PAC;;025EK5
2042-1;20;AX;FTX;C108.4440.01;NON;;TexteLibre1;Détail des frais réels - Ligne 1 - Autre PAC;;025FK1
2042-1;20;AX;FTX;C108.4440.02;NON;;TexteLibre2;Détail des frais réels - Ligne 2 - Autre PAC;;025FK2
2042-1;20;AX;FTX;C108.4440.03;NON;;TexteLibre3;Détail des frais réels - Ligne 3 - Autre PAC;;025FK3
2042-1;20;AX;FTX;C108.4440.04;NON;;TexteLibre4;Détail des frais réels - Ligne 4 - Autre PAC;;025FK4
2042-1;20;AX;FTX;C108.4440.05;NON;;TexteLibre5;Détail des frais réels - Ligne 5 - Autre PAC;;025FK5
2042-1;20;BM;MOA;C516.5004.01;NON;;Valeur;Agent d'assurance - TS - Revenus exonérés - Déclarant 1;10 numérique;1101AQ
2042-1;20;BN;MOA;C516.5004.01;NON;;Valeur;Agent d'assurance - TS - Revenus exonérés - Déclarant 2;10 numérique;1101BQ
2042-1;20;BO;MOA;C516.5004.01;NON;;Valeur;Revenus exonérés salariés impatriés - Déclarant 1;10 numérique;1101DY
2042-1;20;BP;MOA;C516.5004.01;NON;;Valeur;Revenus exonérés salariés impatriés - Déclarant 2;10 numérique;1101EY
2042-1;20;BS;MOA;C516.5004.01;NON;;Valeur;Sommes exonérées provenant du CET ou de jours de congés non pris, affectés à l'épargne - Déclarant 1;10 numérique;1101SM
2042-1;20;BT;MOA;C516.5004.01;NON;;Valeur;Sommes exonérées provenant du CET ou de jours de congés non pris, affectés à l'épargne- Déclarant 2;10 numérique;1101DN
2042-1;20;BU;CCI;C889.7111.01;NON;TBX;Valeur;Déclarant 1- Si demande d'étalement de la prime de départ en retraite, cochez la case;;025AA0
2042-1;20;BV;CCI;C889.7111.01;NON;TBX;Valeur;Déclarant 2- Si demande d'étalement de la prime de départ en retraite, cochez la case;10 numérique;025AB0
2042-1;20;BW;MOA;C516.5004.01;NON;;Valeur;Montant de la prime de départe en retraite dont l'étalement est demandé - Déclarant 1;10 numérique;0251A1
2042-1;20;BX;MOA;C516.5004.01;NON;;Valeur;Montant de la prime de départe en retraite dont l'étalement est demandé - Déclarant 2;10 numérique;0251B1
2042-1;20;CA;MOA;C516.5004.01;NON;;Valeur;Salaires exonérés étrangers - Déclarant 1;10 numérique;1101AC
2042-1;20;CB;MOA;C516.5004.01;NON;;Valeur;Salaires exonérés étrangers - Déclarant 2;10 numérique;1101BC
2042-1;20;CC;MOA;C516.5004.01;NON;;Valeur;Salaires exonérés étrangers - PAC 1;10 numérique;1101CC
2042-1;20;CD;MOA;C516.5004.01;NON;;Valeur;Salaires exonérés étrangers - PAC 2;10 numérique;1101DC
2042-1;20;CE;MOA;C516.5004.01;NON;;Valeur;Salaires exonérés étrangers - PAC 3;10 numérique;1101EC
2042-1;20;CF;MOA;C516.5004.01;NON;;Valeur;Salaires exonérés étrangers - Autres PAC;10 numérique;1101FC
2042-1;20;CM;MOA;C516.5004.01;NON;;Valeur;Frais réels sur salaires étrangers - Déclarant 1;10 numérique;1101AE
2042-1;20;CN;MOA;C516.5004.01;NON;;Valeur;Frais réels sur salaires étrangers - Déclarant 2;10 numérique;1101BE
2042-1;20;CO;MOA;C516.5004.01;NON;;Valeur;Frais réels sur salaires étrangers - PAC 1;10 numérique;1101CE
2042-1;20;CP;MOA;C516.5004.01;NON;;Valeur;Frais réels sur salaires étrangers - PAC 2;10 numérique;1101DE
2042-1;20;CQ;MOA;C516.5004.01;NON;;Valeur;Frais réels sur salaires étrangers - PAC 3;10 numérique;1101EE
2042-1;20;CR;MOA;C516.5004.01;NON;;Valeur;Frais réels sur salaires étrangers - Autres PAC;10 numérique;1101FE
2042-1;20;CS;CCI;C889.7111.01;NON;TBX;Valeur;Marins pêcheurs exerçant hors des eaux territoriales françaises - Déclarant 1;;1101GE
2042-1;20;CT;CCI;C889.7111.01;NON;TBX;Valeur;Marins pêcheurs exerçant hors des eaux territoriales françaises - Déclarant 2;;1101HE
2042-1;20;CU;CCI;C889.7111.01;NON;TBX;Valeur;Marins pêcheurs exerçant hors des eaux territoriales françaises - PAC1;;1101IE
2042-1;20;CV;CCI;C889.7111.01;NON;TBX;Valeur;Marins pêcheurs exerçant hors des eaux territoriales françaises - PAC2;;1101JE
2042-1;20;CW;CCI;C889.7111.01;NON;TBX;Valeur;Marins pêcheurs exerçant hors des eaux territoriales françaises - PAC3;;1101KE
2042-1;20;CX;CCI;C889.7111.01;NON;TBX;Valeur;Marins pêcheurs exerçant hors des eaux territoriales françaises - PAC4;;1101LE
2042-1;20;DA;FTX;C108.4440.01;NON;;TexteLibre1;Salaires exonérés de source étrangère : pays de provenance des revenus de source étrangères;70 alphanumérique;115LAL
2042-1;20;DB;FTX;C108.4440.01;NON;;TexteLibre1;Salaires exonérés de source étrangère : pays de provenance des revenus de source étrangères;70 alphanumérique;115LBL
2042-1;20;DC;FTX;C108.4440.01;NON;;TexteLibre1;Salaires exonérés de source étrangère : pays de provenance des revenus de source étrangères;70 alphanumérique;115LCL
2042-1;20;DD;FTX;C108.4440.01;NON;;TexteLibre1;Salaires exonérés de source étrangère : pays de provenance des revenus de source étrangères;70 alphanumérique;115LDL
2042-1;20;DE;FTX;C108.4440.01;NON;;TexteLibre1;Salaires exonérés de source étrangère : pays de provenance des revenus de source étrangères;70 alphanumérique;115LEL
2042-1;20;DF;FTX;C108.4440.01;NON;;TexteLibre1;Salaires exonérés de source étrangère : pays de provenance des revenus de source étrangères;70 alphanumérique;115LFL
2042-1;20;EA;MOA;C516.5004.01;NON;;Valeur;Pensions en capital taxables à 7,5 % - PAC 1;10 numérique;0201CT
2042-1;20;EB;MOA;C516.5004.01;NON;;Valeur;Pensions en capital taxables à 7,5 % - PAC 2;10 numérique;0201DT
2042-1;20;EC;MOA;C516.5004.01;NON;;Valeur;Pensions en capital taxables à 7,5 % - PAC 3;10 numérique;0201ET
2042-1;20;ED;MOA;C516.5004.01;NON;;Valeur;Pensions en capital taxables à 7,5 % - PAC 4;10 numérique;0201FT
2042-1;20;EF;MOA;C516.5004.01;NON;;Valeur;Pensions en capital des nouveaux plans d'épargne retraite - PAC 1;10 numérique;0201CI
2042-1;20;EG;MOA;C516.5004.01;NON;;Valeur;Pensions en capital des nouveaux plans d'épargne retraite - PAC 2;10 numérique;0201DI
2042-1;20;EH;MOA;C516.5004.01;NON;;Valeur;Pensions en capital des nouveaux plans d'épargne retraite - PAC 3;10 numérique;0201EI
2042-1;20;EI;MOA;C516.5004.01;NON;;Valeur;Pensions en capital des nouveaux plans d'épargne retraite - PAC 4;10 numérique;0201FI
2042-1;20;GA;MOA;C516.5004.01;NON;;Valeur;Pensions, retraites, rentes - Déclarant 1;10 numérique;0201AS
2042-1;20;GB;MOA;C516.5004.01;NON;;Valeur;Pensions, retraites, rentes - Déclarant 2;10 numérique;0201BS
2042-1;20;GC;MOA;C516.5004.01;NON;;Valeur;Pensions, retraites, rentes - PAC 1;10 numérique;0201CS
2042-1;20;GD;MOA;C516.5004.01;NON;;Valeur;Pensions, retraites, rentes - PAC 2;10 numérique;0201DS
2042-1;20;GE;MOA;C516.5004.01;NON;;Valeur;Pensions, retraites, rentes - PAC 3;10 numérique;0201ES
2042-1;20;GF;MOA;C516.5004.01;NON;;Valeur;Pensions, retraites, rentes - Autres PAC;10 numérique;0201FS
2042-1;20;GG;MOA;C516.5004.01;NON;;Valeur;Pensions en capital taxables à 7,5 % - Déclarant 1;10 numérique;0201AT
2042-1;20;GH;MOA;C516.5004.01;NON;;Valeur;Pensions en capital taxables à 7,5 % - Déclarant 2;10 numérique;0201BT
2042-1;20;GI;MOA;C516.5004.01;NON;;Valeur;Pensions alimentaires perçues - Déclarant 1;10 numérique;0201AO
2042-1;20;GJ;MOA;C516.5004.01;NON;;Valeur;Pensions alimentaires perçues - Déclarant 2;10 numérique;0201BO
2042-1;20;GK;MOA;C516.5004.01;NON;;Valeur;Pensions alimentaires - PAC 1;10 numérique;0201CO
2042-1;20;GL;MOA;C516.5004.01;NON;;Valeur;Pensions alimentaires perçues - PAC 2;10 numérique;0201DO
2042-1;20;GM;MOA;C516.5004.01;NON;;Valeur;Pensions alimentaires perçues - PAC 3;10 numérique;0201EO
2042-1;20;GN;MOA;C516.5004.01;NON;;Valeur;Pensions alimentaires perçues - Autres PAC;10 numérique;0201FO
2042-1;20;GO;MOA;C516.5004.01;NON;;Valeur;Pension d'invalidité connue - Déclarant 1;10 numérique;0201AZ
2042-1;20;GP;MOA;C516.5004.01;NON;;Valeur;Pension d'invalidité connue - Déclarant 2;10 numérique;0201BZ
2042-1;20;GQ;MOA;C516.5004.01;NON;;Valeur;Pension d'invalidité connue - PAC 1;10 numérique;0201CZ
2042-1;20;GR;MOA;C516.5004.01;NON;;Valeur;Pension d'invalidité connue - PAC 2;10 numérique;0201DZ
2042-1;20;GS;MOA;C516.5004.01;NON;;Valeur;Pension d'invalidité connue - PAC 3;10 numérique;0201EZ
2042-1;20;GT;MOA;C516.5004.01;NON;;Valeur;Pension d'invalidité connue - PAC 4;10 numérique;0201FZ
2042-1;20;HA;MOA;C516.5004.01;NON;;Valeur;Pensions exonérées étrangères - Déclarant 1;10 numérique;1101AH
2042-1;20;HB;MOA;C516.5004.01;NON;;Valeur;Pensions exonérées étrangères - Déclarant 2;10 numérique;1101BH
2042-1;20;HC;MOA;C516.5004.01;NON;;Valeur;Pensions exonérées étrangères - PAC 1;10 numérique;1101CH
2042-1;20;HD;MOA;C516.5004.01;NON;;Valeur;Pensions exonérées étrangères - PAC 2;10 numérique;1101DH
2042-1;20;HE;MOA;C516.5004.01;NON;;Valeur;Pensions exonérées étrangères - PAC 3;10 numérique;1101EH
2042-1;20;HF;MOA;C516.5004.01;NON;;Valeur;Pensions exonérées étrangères - Autres PAC;10 numérique;1101FH
2042-1;20;HG;FTX;C108.4440.01;NON;;TexteLibre1;Pensions exonérées de source étrangère : pays de provenance des revenus de source étrangère;70 alphanumérique;115LGL
2042-1;20;HH;FTX;C108.4440.01;NON;;TexteLibre1;Pensions exonérées de source étrangère : pays de provenance des revenus de source étrangère;70 alphanumérique;115LHL
2042-1;20;HI;FTX;C108.4440.01;NON;;TexteLibre1;Pensions exonérées de source étrangère : pays de provenance des revenus de source étrangère;70 alphanumérique;115LIL
2042-1;20;HJ;FTX;C108.4440.01;NON;;TexteLibre1;Pensions exonérées de source étrangère : pays de provenance des revenus de source étrangère;70 alphanumérique;115LJL
2042-1;20;HK;FTX;C108.4440.01;NON;;TexteLibre1;Pensions exonérées de source étrangère : pays de provenance des revenus de source étrangère;70 alphanumérique;115LKL
2042-1;20;HL;FTX;C108.4440.01;NON;;TexteLibre1;Pensions exonérées de source étrangère : pays de provenance des revenus de source étrangère;70 alphanumérique;115LLL
2042-1;20;LA;MOA;C516.5004.01;NON;;Valeur;Gains de levée d'options attribuées à compter du 28/09/2012 , Gains d'acquisition d'actions gratuites attribués à c/ du 28.9.2012 sur décision prise au plus tard le 7.8.2015 , gains d'acquisition d'actions gratuites attribuées sur décision prise à compter du 31.12.2016 pour leur fraction excédant 300 000 EUR - Déclarant 1;10 numérique;1101TT
2042-1;20;LB;MOA;C516.5004.01;NON;;Valeur;Gains de levée d'options attribuées à compter du 28/09/2012 , Gains d'acquisition d'actions gratuites attribués à c/ du 28.9.2012 sur décision prise au plus tard le 7.8.2015 , gains d'acquisition d'actions gratuites attribuées sur décision prise à compter du 31.12.2016 pour leur fraction excédant 300 000 EUR - Déclarant 2;10 numérique;1101UT
2042-1;20;LC;MOA;C516.5004.01;NON;;Valeur;Gains et distributions provenant de parts ou actions de carried-interest soumis à contribution salariale de 30 % - Déclarant 1;10 numérique;1101NY
2042-1;20;LD;MOA;C516.5004.01;NON;;Valeur;Gains et distributions provenant de parts ou actions de carried-interest  soumis à contribution salariale de 30 % - Déclarant 2;10 numérique;1101OY
2042-1;20;LE;MOA;C516.5004.01;NON;;Valeur;Gains d'acquisition d'actions gratuites attribués sur décision prise du 8/08/2015 au 30.12.2016 , gains d'acquisition d'actions gratuites attribuées sur décision prise à compter du 31.12.2016 pour leur fraction n'excédant pas 300 000 EUR  : gain imposable après abattements;10 numérique;1101TZ
2042-1;20;LF;MOA;C516.5004.01;NON;;Valeur;Gains d'acquisition d'actions gratuites attribués sur décision prise du 8/08/2015 au 30.12.2016 , gains d'acquisition d'actions gratuites attribuées sur décision prise à compter du 31.12.2016 pour leur fraction n'excédant pas 300 000 EUR  : abattement pour durée de détention;10 numérique;1101UZ
2042-1;20;LG;MOA;C516.5004.01;NON;;Valeur;Gains d'acquisition d'actions gratuites attribués sur décision prise du 8/08/2015 au 30.12.2016 , gains d'acquisition d'actions gratuites attribuées sur décision prise à compter du 31.12.2016 pour leur fraction n'excédant pas 300 000 EUR  : abattement fixe (départ à la retraite d'un dirigeant de PME);10 numérique;1101VZ
